reading_id,sensor_id,timestamp,value
1795629,77,2023-07-15 01:58:56+00,35
1795633,78,2023-07-15 01:59:04+00,106
1795637,79,2023-07-15 01:59:19+00,504
1795665,2,2023-07-15 01:59:47+00,366
1795655,10,2023-07-15 02:00:10+00,73
1795643,60,2023-07-15 02:01:14+00,90
1795673,4,2023-07-15 02:01:45+00,449
1795651,9,2023-07-15 02:02:53+00,50
1795648,84,2023-07-15 02:03:20+00,68
1795625,86,2023-07-15 02:03:59+00,53
1795640,80,2023-07-15 02:04:49+00,55
1795658,11,2023-07-15 02:06:52+00,53
1795689,88,2023-07-15 02:06:58+00,257
1795661,1,2023-07-15 02:07:54+00,103
1795685,87,2023-07-15 02:08:47+00,249
1795644,81,2023-07-15 02:09:37+00,411
1795677,6,2023-07-15 02:12:33+00,100
1795628,77,2023-07-15 02:14:28+00,35
1795664,2,2023-07-15 02:15:40+00,366
1795636,79,2023-07-15 02:15:53+00,504
1795632,78,2023-07-15 02:15:54+00,106
1795654,10,2023-07-15 02:17:02+00,73
1795672,4,2023-07-15 02:17:24+00,449
1796229,60,2023-07-15 02:18:48+00,88
1796211,86,2023-07-15 02:19:36+00,50
1796239,9,2023-07-15 02:20:12+00,50
1796235,84,2023-07-15 02:20:15+00,68
1796276,88,2023-07-15 02:22:55+00,255
1796225,80,2023-07-15 02:22:58+00,53
1796250,1,2023-07-15 02:23:18+00,103
1796263,5,2023-07-15 02:23:29+00,237
1796272,87,2023-07-15 02:23:49+00,247
1796246,11,2023-07-15 02:23:58+00,55
1796266,6,2023-07-15 02:29:11+00,100
1796215,77,2023-07-15 02:30:00+00,37
1796253,2,2023-07-15 02:31:33+00,368
1796221,79,2023-07-15 02:32:26+00,504
1796218,78,2023-07-15 02:32:44+00,106
1796259,4,2023-07-15 02:33:03+00,449
1796242,10,2023-07-15 02:33:54+00,73
1796210,86,2023-07-15 02:35:13+00,47
1796228,60,2023-07-15 02:36:22+00,88
1796234,84,2023-07-15 02:37:09+00,68
1796238,9,2023-07-15 02:37:30+00,50
1796249,1,2023-07-15 02:38:42+00,103
1796271,87,2023-07-15 02:38:51+00,247
1796275,88,2023-07-15 02:38:53+00,257
1796262,5,2023-07-15 02:39:31+00,237
1796245,11,2023-07-15 02:41:04+00,55
1796224,80,2023-07-15 02:41:07+00,53
1796231,81,2023-07-15 02:43:18+00,411
1796214,77,2023-07-15 02:45:31+00,40
1796265,6,2023-07-15 02:45:50+00,98
1796252,2,2023-07-15 02:47:25+00,371
1796258,4,2023-07-15 02:48:42+00,451
1796220,79,2023-07-15 02:49:00+00,504
1796217,78,2023-07-15 02:49:34+00,108
1796241,10,2023-07-15 02:50:47+00,73
1796209,86,2023-07-15 02:50:50+00,47
1796227,60,2023-07-15 02:53:55+00,90
1796233,84,2023-07-15 02:54:04+00,68
1796248,1,2023-07-15 02:54:06+00,103
1796237,9,2023-07-15 02:54:49+00,47
1796274,88,2023-07-15 02:54:50+00,255
1796261,5,2023-07-15 02:55:34+00,237
1796244,11,2023-07-15 02:58:10+00,55
1796223,80,2023-07-15 02:59:15+00,53
1796230,81,2023-07-15 03:00:09+00,411
1796213,77,2023-07-15 03:01:03+00,40
1796264,6,2023-07-15 03:02:28+00,100
1796251,2,2023-07-15 03:03:18+00,371
1796257,4,2023-07-15 03:04:22+00,451
1796219,79,2023-07-15 03:05:34+00,507
1796216,78,2023-07-15 03:06:23+00,108
1796208,86,2023-07-15 03:06:27+00,47
1796240,10,2023-07-15 03:07:39+00,73
1796270,87,2023-07-15 03:08:55+00,247
1796247,1,2023-07-15 03:09:29+00,103
1796273,88,2023-07-15 03:10:47+00,255
1796232,84,2023-07-15 03:10:59+00,68
1796226,60,2023-07-15 03:11:29+00,90
1796260,5,2023-07-15 03:11:36+00,237
1796236,9,2023-07-15 03:12:08+00,45
1796243,11,2023-07-15 03:15:16+00,55
1796212,77,2023-07-15 03:16:35+00,40
1796222,80,2023-07-15 03:17:24+00,55
1796843,6,2023-07-15 03:19:06+00,100
1796829,2,2023-07-15 03:19:11+00,371
1796837,4,2023-07-15 03:20:01+00,451
1796790,86,2023-07-15 03:22:04+00,47
1796800,79,2023-07-15 03:22:07+00,507
1796796,78,2023-07-15 03:23:13+00,108
1796850,87,2023-07-15 03:23:57+00,247
1796819,10,2023-07-15 03:24:31+00,73
1796825,1,2023-07-15 03:24:53+00,103
1796854,88,2023-07-15 03:26:44+00,255
1796812,84,2023-07-15 03:27:53+00,68
1796815,9,2023-07-15 03:29:26+00,42
1796793,77,2023-07-15 03:32:07+00,42
1796821,11,2023-07-15 03:32:22+00,55
1796808,81,2023-07-15 03:33:50+00,409
1796828,2,2023-07-15 03:35:04+00,373
1796803,80,2023-07-15 03:35:33+00,53
1796836,4,2023-07-15 03:35:40+00,451
1796842,6,2023-07-15 03:35:45+00,100
1796789,86,2023-07-15 03:37:40+00,47
1796799,79,2023-07-15 03:38:41+00,507
1796849,87,2023-07-15 03:38:59+00,244
1796824,1,2023-07-15 03:40:17+00,103
1796818,10,2023-07-15 03:41:24+00,68
1796853,88,2023-07-15 03:42:42+00,249
1796839,5,2023-07-15 03:43:40+00,234
1796811,84,2023-07-15 03:44:48+00,65
1796805,60,2023-07-15 03:46:36+00,90
1796814,9,2023-07-15 03:46:45+00,42
1796792,77,2023-07-15 03:47:38+00,42
1796820,11,2023-07-15 03:49:28+00,55
1796807,81,2023-07-15 03:50:40+00,409
1796827,2,2023-07-15 03:50:56+00,373
1796835,4,2023-07-15 03:51:19+00,451
1796841,6,2023-07-15 03:52:23+00,100
1796788,86,2023-07-15 03:53:17+00,47
1796802,80,2023-07-15 03:53:42+00,53
1796848,87,2023-07-15 03:54:01+00,244
1796798,79,2023-07-15 03:55:15+00,507
1796823,1,2023-07-15 03:55:41+00,103
1796795,78,2023-07-15 03:56:52+00,111
1796817,10,2023-07-15 03:58:16+00,30
1796852,88,2023-07-15 03:58:39+00,247
1796838,5,2023-07-15 03:59:43+00,234
1796810,84,2023-07-15 04:01:43+00,65
1796791,77,2023-07-15 04:03:10+00,42
1796813,9,2023-07-15 04:04:03+00,42
1796804,60,2023-07-15 04:04:09+00,90
1796826,2,2023-07-15 04:06:49+00,376
1796834,4,2023-07-15 04:06:58+00,451
1796806,81,2023-07-15 04:07:30+00,409
1796787,86,2023-07-15 04:08:54+00,47
1796840,6,2023-07-15 04:09:01+00,100
1796822,1,2023-07-15 04:11:04+00,103
1796797,79,2023-07-15 04:11:48+00,507
1796801,80,2023-07-15 04:11:51+00,53
1796794,78,2023-07-15 04:13:41+00,111
1796851,88,2023-07-15 04:14:36+00,244
1796816,10,2023-07-15 04:15:08+00,27
1796809,84,2023-07-15 04:18:37+00,65
1797368,77,2023-07-15 04:18:42+00,42
1797391,9,2023-07-15 04:21:22+00,42
1797381,60,2023-07-15 04:21:43+00,90
1797414,4,2023-07-15 04:22:37+00,451
1797406,2,2023-07-15 04:22:42+00,376
1797398,11,2023-07-15 04:23:40+00,55
1797425,87,2023-07-15 04:24:05+00,244
1797384,81,2023-07-15 04:24:21+00,406
1797364,86,2023-07-15 04:24:31+00,47
1797419,6,2023-07-15 04:25:39+00,100
1797402,1,2023-07-15 04:26:28+00,103
1797375,79,2023-07-15 04:28:22+00,507
1797378,80,2023-07-15 04:29:59+00,53
1797371,78,2023-07-15 04:30:31+00,111
1797429,88,2023-07-15 04:30:33+00,244
1797394,10,2023-07-15 04:32:01+00,30
1797367,77,2023-07-15 04:34:13+00,45
1797387,84,2023-07-15 04:35:32+00,65
1797413,4,2023-07-15 04:38:17+00,451
1797405,2,2023-07-15 04:38:34+00,376
1797390,9,2023-07-15 04:38:40+00,42
1797424,87,2023-07-15 04:39:07+00,242
1797380,60,2023-07-15 04:39:16+00,90
1797363,86,2023-07-15 04:40:07+00,47
1797397,11,2023-07-15 04:40:47+00,45
1797383,81,2023-07-15 04:41:11+00,406
1797401,1,2023-07-15 04:41:52+00,103
1797418,6,2023-07-15 04:42:18+00,100
1797374,79,2023-07-15 04:44:55+00,507
1797428,88,2023-07-15 04:46:31+00,242
1797370,78,2023-07-15 04:47:21+00,111
1797415,5,2023-07-15 04:47:49+00,232
1797377,80,2023-07-15 04:48:08+00,53
1797393,10,2023-07-15 04:48:53+00,30
1797366,77,2023-07-15 04:49:45+00,42
1797386,84,2023-07-15 04:52:27+00,65
1797412,4,2023-07-15 04:53:56+00,451
1797423,87,2023-07-15 04:54:09+00,242
1797404,2,2023-07-15 04:54:27+00,376
1797362,86,2023-07-15 04:55:44+00,47
1797389,9,2023-07-15 04:55:59+00,40
1797379,60,2023-07-15 04:56:49+00,90
1797400,1,2023-07-15 04:57:16+00,98
1797396,11,2023-07-15 04:57:53+00,30
1797417,6,2023-07-15 04:58:56+00,98
1797373,79,2023-07-15 05:01:29+00,507
1797427,88,2023-07-15 05:02:28+00,242
1797369,78,2023-07-15 05:04:10+00,111
1797365,77,2023-07-15 05:05:17+00,45
1797392,10,2023-07-15 05:05:46+00,32
1797376,80,2023-07-15 05:06:17+00,53
1797422,87,2023-07-15 05:09:12+00,239
1797385,84,2023-07-15 05:09:21+00,65
1797411,4,2023-07-15 05:09:35+00,451
1797403,2,2023-07-15 05:10:20+00,376
1797361,86,2023-07-15 05:11:21+00,47
1797399,1,2023-07-15 05:12:40+00,95
1797388,9,2023-07-15 05:13:18+00,40
1797382,81,2023-07-15 05:14:53+00,403
1797395,11,2023-07-15 05:14:59+00,30
1797416,6,2023-07-15 05:15:35+00,98
1797372,79,2023-07-15 05:18:03+00,507
1797426,88,2023-07-15 05:18:26+00,239
1797950,77,2023-07-15 05:20:49+00,45
1797954,78,2023-07-15 05:21:00+00,111
1797976,10,2023-07-15 05:22:38+00,32
1798008,87,2023-07-15 05:24:14+00,237
1797960,80,2023-07-15 05:24:26+00,55
1797995,4,2023-07-15 05:25:15+00,449
1797987,2,2023-07-15 05:26:13+00,376
1797969,84,2023-07-15 05:26:16+00,65
1797946,86,2023-07-15 05:26:58+00,47
1797983,1,2023-07-15 05:28:05+00,88
1797972,9,2023-07-15 05:30:37+00,40
1797965,81,2023-07-15 05:31:43+00,403
1797963,60,2023-07-15 05:31:57+00,90
1797979,11,2023-07-15 05:32:05+00,30
1798001,6,2023-07-15 05:32:13+00,98
1798011,88,2023-07-15 05:34:25+00,239
1797957,79,2023-07-15 05:34:37+00,507
1797998,5,2023-07-15 05:35:56+00,227
1797949,77,2023-07-15 05:36:21+00,45
1797953,78,2023-07-15 05:37:50+00,111
1798007,87,2023-07-15 05:39:18+00,234
1797975,10,2023-07-15 05:39:31+00,32
1797994,4,2023-07-15 05:40:55+00,449
1797986,2,2023-07-15 05:42:06+00,376
1797959,80,2023-07-15 05:42:35+00,55
1797945,86,2023-07-15 05:42:36+00,47
1797968,84,2023-07-15 05:43:11+00,65
1797982,1,2023-07-15 05:43:30+00,90
1797971,9,2023-07-15 05:47:55+00,42
1798000,6,2023-07-15 05:48:52+00,95
1797978,11,2023-07-15 05:49:12+00,30
1797962,60,2023-07-15 05:49:31+00,90
1798010,88,2023-07-15 05:50:23+00,239
1797956,79,2023-07-15 05:51:11+00,507
1797948,77,2023-07-15 05:51:54+00,45
1797997,5,2023-07-15 05:51:59+00,224
1798006,87,2023-07-15 05:54:23+00,229
1797952,78,2023-07-15 05:54:41+00,111
1797974,10,2023-07-15 05:56:24+00,35
1797993,4,2023-07-15 05:56:34+00,449
1797985,2,2023-07-15 05:57:59+00,376
1797944,86,2023-07-15 05:58:13+00,47
1797981,1,2023-07-15 05:58:56+00,90
1797967,84,2023-07-15 06:00:06+00,65
1797958,80,2023-07-15 06:00:44+00,53
1797970,9,2023-07-15 06:05:14+00,42
1797964,81,2023-07-15 06:05:25+00,398
1797999,6,2023-07-15 06:05:32+00,93
1797977,11,2023-07-15 06:06:18+00,32
1798009,88,2023-07-15 06:06:23+00,227
1797961,60,2023-07-15 06:07:04+00,90
1797947,77,2023-07-15 06:07:26+00,45
1797955,79,2023-07-15 06:07:44+00,507
1797996,5,2023-07-15 06:08:01+00,224
1798005,87,2023-07-15 06:09:28+00,229
1797951,78,2023-07-15 06:11:31+00,111
1797992,4,2023-07-15 06:12:15+00,446
1797973,10,2023-07-15 06:13:18+00,35
1797943,86,2023-07-15 06:13:52+00,47
1797984,2,2023-07-15 06:13:52+00,376
1797980,1,2023-07-15 06:14:22+00,85
1797966,84,2023-07-15 06:17:01+00,65
1798544,80,2023-07-15 06:18:53+00,53
1798587,6,2023-07-15 06:22:11+00,93
1798550,81,2023-07-15 06:22:17+00,398
1798596,88,2023-07-15 06:22:23+00,229
1798557,9,2023-07-15 06:22:34+00,42
1798533,77,2023-07-15 06:22:59+00,45
1798564,11,2023-07-15 06:23:25+00,32
1798583,5,2023-07-15 06:24:04+00,224
1798540,79,2023-07-15 06:24:18+00,507
1798592,87,2023-07-15 06:24:33+00,232
1798547,60,2023-07-15 06:24:39+00,90
1798579,4,2023-07-15 06:27:55+00,446
1798536,78,2023-07-15 06:28:22+00,111
1798529,86,2023-07-15 06:29:31+00,47
1798572,2,2023-07-15 06:29:45+00,373
1798568,1,2023-07-15 06:29:48+00,83
1798560,10,2023-07-15 06:30:12+00,35
1798553,84,2023-07-15 06:33:56+00,68
1798543,80,2023-07-15 06:37:02+00,53
1798595,88,2023-07-15 06:38:23+00,234
1798532,77,2023-07-15 06:38:33+00,45
1798586,6,2023-07-15 06:38:51+00,93
1798591,87,2023-07-15 06:39:39+00,224
1798556,9,2023-07-15 06:39:53+00,42
1798582,5,2023-07-15 06:40:07+00,222
1798563,11,2023-07-15 06:40:31+00,32
1798539,79,2023-07-15 06:40:53+00,504
1798578,4,2023-07-15 06:43:36+00,446
1798528,86,2023-07-15 06:45:11+00,47
1798535,78,2023-07-15 06:45:12+00,111
1798567,1,2023-07-15 06:45:14+00,78
1798571,2,2023-07-15 06:45:39+00,373
1798559,10,2023-07-15 06:47:06+00,35
1798552,84,2023-07-15 06:50:51+00,25
1798531,77,2023-07-15 06:54:06+00,47
1798594,88,2023-07-15 06:54:23+00,232
1798542,80,2023-07-15 06:55:12+00,53
1798585,6,2023-07-15 06:55:31+00,93
1798549,81,2023-07-15 06:56:01+00,388
1798581,5,2023-07-15 06:56:10+00,222
1798555,9,2023-07-15 06:57:13+00,40
1798538,79,2023-07-15 06:57:27+00,504
1798562,11,2023-07-15 06:57:38+00,32
1798577,4,2023-07-15 06:59:17+00,444
1798546,60,2023-07-15 06:59:48+00,93
1798566,1,2023-07-15 07:00:42+00,63
1798527,86,2023-07-15 07:00:51+00,47
1798570,2,2023-07-15 07:01:33+00,373
1798534,78,2023-07-15 07:02:04+00,108
1798558,10,2023-07-15 07:04:00+00,37
1798551,84,2023-07-15 07:07:46+00,25
1798530,77,2023-07-15 07:09:40+00,47
1798590,87,2023-07-15 07:09:50+00,234
1798593,88,2023-07-15 07:10:25+00,227
1798584,6,2023-07-15 07:12:11+00,95
1798580,5,2023-07-15 07:12:14+00,224
1798548,81,2023-07-15 07:12:53+00,391
1798541,80,2023-07-15 07:13:22+00,53
1798537,79,2023-07-15 07:14:02+00,502
1798554,9,2023-07-15 07:14:33+00,40
1798561,11,2023-07-15 07:14:46+00,32
1798576,4,2023-07-15 07:14:58+00,441
1798565,1,2023-07-15 07:16:11+00,58
1798526,86,2023-07-15 07:16:31+00,47
1798545,60,2023-07-15 07:17:22+00,90
1798569,2,2023-07-15 07:17:27+00,373
1799154,78,2023-07-15 07:18:55+00,108
1799173,10,2023-07-15 07:20:56+00,37
1799166,84,2023-07-15 07:24:41+00,27
1799202,87,2023-07-15 07:24:55+00,237
1799150,77,2023-07-15 07:25:14+00,47
1799206,88,2023-07-15 07:26:28+00,219
1799192,5,2023-07-15 07:28:17+00,222
1799196,6,2023-07-15 07:28:52+00,95
1799157,79,2023-07-15 07:30:37+00,489
1799189,4,2023-07-15 07:30:39+00,444
1799160,80,2023-07-15 07:31:32+00,55
1799179,1,2023-07-15 07:31:40+00,55
1799169,9,2023-07-15 07:31:52+00,42
1799146,86,2023-07-15 07:32:11+00,50
1799181,2,2023-07-15 07:33:21+00,376
1799153,78,2023-07-15 07:35:47+00,111
1799172,10,2023-07-15 07:37:53+00,37
1799201,87,2023-07-15 07:40:00+00,237
1799149,77,2023-07-15 07:40:49+00,47
1799165,84,2023-07-15 07:41:37+00,27
1799205,88,2023-07-15 07:42:31+00,222
1799191,5,2023-07-15 07:44:21+00,224
1799195,6,2023-07-15 07:45:32+00,95
1799188,4,2023-07-15 07:46:21+00,444
1799162,81,2023-07-15 07:46:38+00,388
1799178,1,2023-07-15 07:47:10+00,58
1799156,79,2023-07-15 07:47:12+00,492
1799145,86,2023-07-15 07:47:51+00,47
1799175,11,2023-07-15 07:49:01+00,35
1799168,9,2023-07-15 07:49:13+00,40
1799159,80,2023-07-15 07:49:42+00,55
1799152,78,2023-07-15 07:52:39+00,111
1799171,10,2023-07-15 07:54:49+00,37
1799148,77,2023-07-15 07:56:24+00,47
1799164,84,2023-07-15 07:58:32+00,30
1799204,88,2023-07-15 07:58:35+00,227
1799190,5,2023-07-15 08:00:26+00,224
1799187,4,2023-07-15 08:02:03+00,444
1799194,6,2023-07-15 08:02:13+00,95
1799177,1,2023-07-15 08:02:39+00,70
1799144,86,2023-07-15 08:03:33+00,50
1799155,79,2023-07-15 08:03:48+00,489
1799180,2,2023-07-15 08:05:09+00,100
1799174,11,2023-07-15 08:06:09+00,35
1799167,9,2023-07-15 08:06:33+00,37
1799158,80,2023-07-15 08:07:53+00,53
1799151,78,2023-07-15 08:09:32+00,111
1799161,60,2023-07-15 08:10:08+00,93
1799200,87,2023-07-15 08:10:13+00,237
1799170,10,2023-07-15 08:11:46+00,37
1799147,77,2023-07-15 08:11:59+00,50
1799203,88,2023-07-15 08:14:39+00,224
1799163,84,2023-07-15 08:15:28+00,30
1799186,4,2023-07-15 08:17:45+00,441
1799176,1,2023-07-15 08:18:08+00,75
1799193,6,2023-07-15 08:18:54+00,95
1799742,86,2023-07-15 08:19:14+00,50
1799754,79,2023-07-15 08:20:24+00,484
1799764,81,2023-07-15 08:20:24+00,386
1799787,2,2023-07-15 08:21:04+00,60
1799779,11,2023-07-15 08:23:17+00,35
1799771,9,2023-07-15 08:23:56+00,37
1799805,87,2023-07-15 08:25:20+00,237
1799757,80,2023-07-15 08:26:03+00,55
1799750,78,2023-07-15 08:26:25+00,113
1799746,77,2023-07-15 08:27:34+00,50
1799760,60,2023-07-15 08:27:45+00,93
1799775,10,2023-07-15 08:28:45+00,37
1799808,88,2023-07-15 08:30:44+00,224
1799767,84,2023-07-15 08:32:24+00,30
1799795,5,2023-07-15 08:32:35+00,227
1799794,4,2023-07-15 08:33:28+00,434
1799783,1,2023-07-15 08:33:37+00,83
1799741,86,2023-07-15 08:34:56+00,50
1799798,6,2023-07-15 08:35:35+00,95
1799786,2,2023-07-15 08:36:58+00,63
1799753,79,2023-07-15 08:37:01+00,482
1799763,81,2023-07-15 08:37:17+00,386
1799778,11,2023-07-15 08:40:26+00,32
1799770,9,2023-07-15 08:41:18+00,40
1799745,77,2023-07-15 08:43:10+00,53
1799749,78,2023-07-15 08:43:17+00,111
1799756,80,2023-07-15 08:44:14+00,55
1799759,60,2023-07-15 08:45:21+00,95
1799774,10,2023-07-15 08:45:44+00,40
1799782,1,2023-07-15 08:49:06+00,85
1799793,4,2023-07-15 08:49:11+00,434
1799766,84,2023-07-15 08:49:20+00,30
1799740,86,2023-07-15 08:50:40+00,50
1799797,6,2023-07-15 08:52:16+00,95
1799785,2,2023-07-15 08:52:53+00,63
1799752,79,2023-07-15 08:53:38+00,467
1799762,81,2023-07-15 08:54:10+00,383
1799804,87,2023-07-15 08:55:38+00,227
1799777,11,2023-07-15 08:57:36+00,35
1799769,9,2023-07-15 08:58:40+00,37
1799744,77,2023-07-15 08:58:46+00,47
1799748,78,2023-07-15 09:00:12+00,106
1799755,80,2023-07-15 09:02:25+00,55
1799773,10,2023-07-15 09:02:43+00,42
1799807,88,2023-07-15 09:02:55+00,224
1799758,60,2023-07-15 09:02:58+00,95
1799781,1,2023-07-15 09:04:35+00,85
1799792,4,2023-07-15 09:04:55+00,436
1799765,84,2023-07-15 09:06:17+00,30
1799739,86,2023-07-15 09:06:24+00,50
1799784,2,2023-07-15 09:08:49+00,65
1799796,6,2023-07-15 09:08:58+00,95
1799751,79,2023-07-15 09:10:17+00,457
1799803,87,2023-07-15 09:10:48+00,229
1799761,81,2023-07-15 09:11:04+00,376
1799743,77,2023-07-15 09:14:23+00,53
1799776,11,2023-07-15 09:14:46+00,35
1799768,9,2023-07-15 09:16:03+00,32
1799747,78,2023-07-15 09:17:07+00,106
1799806,88,2023-07-15 09:19:01+00,227
1799772,10,2023-07-15 09:19:43+00,42
1799780,1,2023-07-15 09:20:04+00,85
1800346,60,2023-07-15 09:20:35+00,95
1800344,80,2023-07-15 09:20:37+00,53
1800377,4,2023-07-15 09:20:38+00,439
1800380,5,2023-07-15 09:20:53+00,207
1800329,86,2023-07-15 09:22:08+00,50
1800353,84,2023-07-15 09:23:14+00,30
1800369,2,2023-07-15 09:24:44+00,68
1800384,6,2023-07-15 09:25:39+00,98
1800340,79,2023-07-15 09:26:56+00,451
1800349,81,2023-07-15 09:27:59+00,371
1800333,77,2023-07-15 09:29:59+00,53
1800362,11,2023-07-15 09:31:56+00,35
1800356,9,2023-07-15 09:33:27+00,37
1800336,78,2023-07-15 09:34:02+00,108
1800394,88,2023-07-15 09:35:08+00,227
1800365,1,2023-07-15 09:35:32+00,85
1800376,4,2023-07-15 09:36:22+00,439
1800359,10,2023-07-15 09:36:43+00,42
1800328,86,2023-07-15 09:37:52+00,53
1800343,80,2023-07-15 09:38:49+00,55
1800352,84,2023-07-15 09:40:11+00,32
1800368,2,2023-07-15 09:40:40+00,70
1800391,87,2023-07-15 09:41:07+00,244
1800383,6,2023-07-15 09:42:21+00,100
1800339,79,2023-07-15 09:43:35+00,449
1800332,77,2023-07-15 09:45:37+00,50
1800361,11,2023-07-15 09:49:06+00,35
1800355,9,2023-07-15 09:50:52+00,40
1800335,78,2023-07-15 09:50:58+00,111
1800364,1,2023-07-15 09:51:02+00,85
1800393,88,2023-07-15 09:51:14+00,234
1800375,4,2023-07-15 09:52:05+00,441
1800379,5,2023-07-15 09:53:09+00,212
1800327,86,2023-07-15 09:53:37+00,53
1800358,10,2023-07-15 09:53:43+00,42
